ID,Product,Region,Profession,Age,First Rate Paid,Contract sum,Closing Date
6397,Car,150,Farmer,47,N,"20,000",Jun-93
6398,Life,150,Employee,47,Y,"20,000",Jun-93
6399,Life,150,Employee,47,Y,"20,000",Jun-93
6400,Car,160,Employee,48,N,"20,000",Jun-93
6401,Life,150,Employee,48,N,"20,000",Jun-93
6402,Car,150,Farmer,48,Y,"20,000",Jun-93
6403,Life,150,Farmer,48,N,"20,000",Jun-93
6404,Life,150,Student,48,N,"20,000",Jun-93
6405,Life,160,Farmer,50,Y,"20,000",Jun-93
6406,Life,160,Student,50,N,"20,000",Jun-93
6407,Life,160,Farmer,50,Y,"20,000",Jun-93
6408,Life,160,Employee,50,N,"20,000",Jun-93
6409,Car,150,Self-employed,50,Y,"20,000",Jun-93
6410,Life,160,Farmer,50,Y,"20,000",Jun-93
6411,Car,150,Employee,51,N,"20,000",Jun-93
6412,Life,160,Farmer,52,Y,"20,000",Jun-93
6413,Car,150,Student,53,N,"20,000",Jun-93
6414,Car,150,Farmer,53,Y,"20,000",Jun-93
6415,Health,150,Employee,53,N,"20,000",Jun-93
6416,Health,150,Employee,53,N,"20,000",Jun-93
6417,Life,160,Farmer,53,N,"20,000",Jun-93
6418,Life,150,Farmer,53,Y,"20,000",Jun-93
6419,Life,150,Farmer,53,N,"20,000",Jun-93
6420,Life,150,Employee,54,Y,"20,000",Jun-93
6421,Life,160,Employee,54,Y,"20,000",Jun-93
6422,Household,150,Farmer,55,Y,"20,000",Jun-93
6423,Household,150,Student,56,N,"20,000",Jun-93
6424,Life,150,Student,56,N,"20,000",Jun-93
6425,Household,150,Employee,56,N,"20,000",Jun-93
6426,Car,150,Employee,56,N,"20,000",Jun-93
6427,Life,150,Employee,56,N,"20,000",Jun-93
6428,Life,150,Employee,56,N,"20,000",Jun-93
6429,Life,150,Employee,57,Y,"20,000",Jun-93
6430,Car,150,Farmer,57,N,"20,000",Jun-93
6431,Life,150,Civil servant,57,N,"20,000",Jun-93
6432,Health,160,Employee,57,N,"20,000",Jun-93
6433,Life,150,Employee,57,N,"20,000",Jun-93
6434,Life,150,Employee,57,N,"20,000",Jun-93
6435,Car,150,Employee,58,N,"20,000",Jun-93
6436,Life,150,Employee,58,N,"20,000",Jun-93
6437,Life,150,Farmer,59,Y,"20,000",Jun-93
6438,Life,150,Employee,59,N,"20,000",Jun-93
6439,Household,150,Civil servant,60,N,"20,000",Jun-93
6440,Life,160,Employee,62,N,"20,000",Jun-93
6441,Life,160,Civil servant,62,N,"20,000",Jun-93
6442,Life,150,Civil servant,63,N,"20,000",Jun-93
6443,Life,150,Civil servant,63,N,"20,000",Jun-93
6444,Life,150,Civil servant,63,N,"20,000",Jun-93
6445,Life,150,Civil servant,64,N,"20,000",Jun-93
6446,Life,150,Employee,64,N,"20,000",Jun-93
6447,Household,150,Civil servant,65,N,"20,000",Jun-93
6448,Life,150,Employee,66,N,"20,000",Jun-93
6449,Household,150,Civil servant,66,N,"20,000",Jun-93
6450,Life,150,Pupil,67,Y,"20,000",Jun-93
6451,Life,150,Civil servant,67,N,"20,000",Jun-93
6452,Life,150,Civil servant,67,N,"20,000",Jun-93
6453,Life,150,Civil servant,68,N,"20,000",Jun-93
6454,Life,150,Civil servant,68,N,"20,000",Jun-93
6455,Car,160,Civil servant,68,N,"20,000",Jun-93
6456,Life,160,Civil servant,69,N,"20,000",Jun-93
6457,Car,150,Civil servant,69,N,"20,000",Jun-93
6458,Car,150,Civil servant,71,Y,"20,000",Jun-93
6459,Life,150,Civil servant,71,N,"20,000",Jun-93
6460,Life,150,Civil servant,72,Y,"20,000",Jun-93
6461,Health,150,Civil servant,72,N,"20,000",Jun-93
6462,Life,150,Civil servant,73,N,"20,000",Jun-93
6463,Life,150,Civil servant,76,N,"20,000",Jun-93
6464,Life,160,Student,87,N,"20,000",Jun-93
6465,Life,150,Student,19,N,"20,000",Jul-93
6466,Car,150,Student,20,Y,"20,000",Jul-93
6467,Car,160,Student,20,Y,"20,000",Jul-93
6468,Health,150,Employee,21,Y,"20,000",Jul-93
6469,Car,160,Student,22,N,"20,000",Jul-93
6470,Health,160,Student,22,N,"20,000",Jul-93
6471,Life,160,Employee,22,N,"20,000",Jul-93
6472,Life,150,Farmer,22,Y,"20,000",Jul-93
6473,Life,150,Student,23,Y,"20,000",Jul-93
6474,Life,160,Student,23,Y,"20,000",Jul-93
6475,Life,150,Student,24,N,"20,000",Jul-93
6476,Car,160,Employee,25,N,"20,000",Jul-93
6477,Car,150,Executive emplyee,25,N,"20,000",Jul-93
6478,Car,150,Farmer,25,Y,"20,000",Jul-93
6479,Life,150,Worker,25,N,"20,000",Jul-93
6480,Health,150,Student,27,Y,"20,000",Jul-93
6481,Life,150,Farmer,27,N,"20,000",Jul-93
6482,Car,150,Employee,28,N,"20,000",Jul-93
6483,Health,150,Farmer,28,N,"20,000",Jul-93
6484,Health,999,Farmer,29,N,"20,000",Jul-93
6485,Life,150,Student,29,Y,"20,000",Jul-93
6486,Health,160,Employee,29,Y,"20,000",Jul-93
6487,Life,150,Farmer,29,Y,"20,000",Jul-93
6488,Health,150,Employee,30,Y,"20,000",Jul-93
6489,Life,150,Student,30,N,"20,000",Jul-93
6490,Life,150,Farmer,30,N,"20,000",Jul-93
6491,Car,150,Student,30,N,"20,000",Jul-93
6492,Life,150,Farmer,30,Y,"20,000",Jul-93
6493,Life,150,Farmer,30,Y,"20,000",Jul-93
6494,Life,150,Farmer,30,Y,"20,000",Jul-93
6495,Health,150,Employee,31,N,"20,000",Jul-93
6496,Car,150,Employee,31,N,"20,000",Jul-93
6497,Life,150,Employee,31,Y,"20,000",Jul-93
6498,Car,150,Student,31,Y,"20,000",Jul-93
6499,Life,160,Employee,31,N,"20,000",Jul-93
6500,Life,150,Employee,31,Y,"20,000",Jul-93
6501,Life,150,Farmer,32,N,"20,000",Jul-93
6502,Car,150,Employee,33,N,"20,000",Jul-93
6503,Life,150,Employee,33,N,"20,000",Jul-93
6504,Life,150,Farmer,33,N,"20,000",Jul-93
6505,Household,150,Executive emplyee,34,Y,"20,000",Jul-93
6506,Health,150,Employee,35,N,"20,000",Jul-93
6507,Life,150,Student,35,N,"20,000",Jul-93
6508,Life,160,Farmer,35,Y,"20,000",Jul-93
6509,Life,160,Employee,35,N,"20,000",Jul-93
6510,Health,150,Employee,36,Y,"20,000",Jul-93
6511,Life,150,Farmer,36,N,"20,000",Jul-93
6512,Household,150,Farmer,37,Y,"20,000",Jul-93
6513,Life,150,Farmer,37,N,"20,000",Jul-93
6514,Life,150,Employee,37,N,"20,000",Jul-93
6515,Car,150,Farmer,37,N,"20,000",Jul-93
6516,Life,150,Employee,37,Y,"20,000",Jul-93
6517,Life,150,Farmer,38,N,"20,000",Jul-93
6518,Health,150,Employee,39,N,"20,000",Jul-93
6519,Life,150,Farmer,39,Y,"20,000",Jul-93
6520,Car,150,Farmer,39,N,"20,000",Jul-93
6521,Health,150,Student,40,N,"20,000",Jul-93
6522,Life,150,Employee,40,N,"20,000",Jul-93
6523,Life,150,Farmer,41,N,"20,000",Jul-93
6524,Car,150,Farmer,41,Y,"20,000",Jul-93
6525,Life,150,Pupil,41,Y,"20,000",Jul-93
6526,Life,150,Employee,41,Y,"20,000",Jul-93
6527,Household,150,Employee,41,Y,"20,000",Jul-93
6528,Car,150,Student,42,Y,"20,000",Jul-93
6529,Household,150,Employee,43,N,"20,000",Jul-93
6530,Life,160,Student,43,N,"20,000",Jul-93
6531,Car,150,Farmer,43,N,"20,000",Jul-93
6532,Life,160,Farmer,43,N,"20,000",Jul-93
6533,Life,150,Farmer,44,Y,"20,000",Jul-93
6534,Life,150,Employee,44,N,"20,000",Jul-93
6535,Car,150,Student,45,N,"20,000",Jul-93
6536,Household,150,Employee,45,Y,"20,000",Jul-93
6537,Life,150,Farmer,45,N,"20,000",Jul-93
6538,Health,150,Employee,45,Y,"20,000",Jul-93
6539,Life,150,Student,45,N,"20,000",Jul-93
6540,Life,150,Student,45,Y,"20,000",Jul-93
6541,Life,150,Employee,46,N,"20,000",Jul-93
6542,Car,999,Employee,46,N,"20,000",Jul-93
6543,Car,150,Executive emplyee,46,N,"20,000",Jul-93
6544,Life,160,Farmer,46,N,"20,000",Jul-93
6545,Life,150,Farmer,47,Y,"20,000",Jul-93
6546,Life,150,Employee,47,N,"20,000",Jul-93
6547,Life,150,Student,48,N,"20,000",Jul-93
6548,Life,150,Farmer,48,N,"20,000",Jul-93
6549,Health,150,Student,48,Y,"20,000",Jul-93
6550,Life,150,Employee,48,N,"20,000",Jul-93
6551,Life,150,Executive emplyee,48,Y,"20,000",Jul-93
6552,Life,160,Farmer,48,Y,"20,000",Jul-93
6553,Life,150,Student,48,N,"20,000",Jul-93
6554,Household,150,Employee,49,N,"20,000",Jul-93
6555,Life,160,Employee,49,N,"20,000",Jul-93
6556,Car,160,Farmer,49,N,"20,000",Jul-93
6557,Life,150,Executive emplyee,49,N,"20,000",Jul-93
6558,Life,150,Farmer,49,N,"20,000",Jul-93
6559,Household,160,Farmer,50,N,"20,000",Jul-93
6560,Life,150,Farmer,50,Y,"20,000",Jul-93
6561,Life,150,Farmer,50,N,"20,000",Jul-93
6562,Life,150,Farmer,51,N,"20,000",Jul-93
6563,Car,150,Employee,51,N,"20,000",Jul-93
6564,Life,150,Employee,51,N,"20,000",Jul-93
6565,Life,150,Farmer,52,Y,"20,000",Jul-93
6566,Life,150,Student,52,N,"20,000",Jul-93
6567,Life,150,Employee,53,Y,"20,000",Jul-93
6568,Health,150,Employee,53,N,"20,000",Jul-93
6569,Life,150,Farmer,53,N,"20,000",Jul-93
6570,Life,150,Employee,53,Y,"20,000",Jul-93
6571,Car,150,Employee,54,Y,"20,000",Jul-93
6572,Health,150,Employee,54,Y,"20,000",Jul-93
6573,Life,150,Farmer,54,N,"20,000",Jul-93
6574,Life,150,Employee,54,N,"20,000",Jul-93
6575,Health,150,Employee,54,Y,"20,000",Jul-93
6576,Car,150,Employee,56,N,"20,000",Jul-93
6577,Life,150,Employee,56,N,"20,000",Jul-93
6578,Household,150,Civil servant,57,N,"20,000",Jul-93
6579,Life,150,Employee,57,N,"20,000",Jul-93
6580,Life,150,Executive emplyee,57,Y,"20,000",Jul-93
6581,Car,150,Employee,58,N,"20,000",Jul-93
6582,Life,150,Employee,58,N,"20,000",Jul-93
6583,Life,150,Student,59,N,"20,000",Jul-93
6584,Health,150,Student,60,N,"20,000",Jul-93
6585,Life,150,Farmer,60,N,"20,000",Jul-93
6586,Life,150,Student,60,N,"20,000",Jul-93
6587,Life,150,Civil servant,60,N,"20,000",Jul-93
6588,Life,160,Civil servant,60,N,"20,000",Jul-93
6589,Car,150,Farmer,61,N,"20,000",Jul-93
6590,Household,150,Civil servant,62,N,"20,000",Jul-93
6591,Household,150,Civil servant,62,Y,"20,000",Jul-93
6592,Life,160,Civil servant,63,N,"20,000",Jul-93
6593,Car,150,Civil servant,64,Y,"20,000",Jul-93
6594,Life,150,Civil servant,65,Y,"20,000",Jul-93
6595,Life,150,Student,65,Y,"20,000",Jul-93
6596,Life,150,Civil servant,65,N,"20,000",Jul-93
6597,Car,150,Civil servant,66,Y,"20,000",Jul-93
6598,Household,150,Civil servant,67,Y,"20,000",Jul-93
6599,Life,150,Civil servant,67,N,"20,000",Jul-93
6600,Life,150,Student,67,Y,"20,000",Jul-93
6601,Life,150,Civil servant,67,N,"20,000",Jul-93
6602,Life,150,Civil servant,68,Y,"20,000",Jul-93
6603,Life,150,Civil servant,70,N,"20,000",Jul-93
6604,Life,150,Civil servant,70,N,"20,000",Jul-93
6605,Life,150,Civil servant,77,Y,"20,000",Jul-93
6606,Life,150,Civil servant,79,Y,"20,000",Jul-93
6607,Car,150,Civil servant,84,N,"20,000",Jul-93
6608,Health,160,Student,20,N,"20,000",Aug-93
6609,Car,160,Student,20,N,"20,000",Aug-93
6610,Health,160,Employee,20,Y,"20,000",Aug-93
6611,Car,150,Student,20,N,"20,000",Aug-93
6612,Health,150,Farmer,20,N,"20,000",Aug-93
6613,Health,150,Student,21,N,"20,000",Aug-93
6614,Car,150,Student,21,N,"20,000",Aug-93
6615,Life,150,Student,21,N,"20,000",Aug-93
6616,Car,150,Student,22,N,"20,000",Aug-93
6617,Car,150,Student,22,Y,"20,000",Aug-93
6618,Health,150,Employee,22,N,"20,000",Aug-93
6619,Car,150,Student,22,N,"20,000",Aug-93
6620,Household,150,Employee,23,Y,"20,000",Aug-93
6621,Car,150,Employee,23,Y,"20,000",Aug-93
6622,Car,150,Student,23,N,"20,000",Aug-93
6623,Car,150,Student,23,N,"20,000",Aug-93
6624,Health,150,Employee,23,Y,"20,000",Aug-93
6625,Household,160,Student,23,N,"20,000",Aug-93
6626,Life,160,Farmer,23,N,"20,000",Aug-93
6627,Car,150,Employee,24,N,"20,000",Aug-93
6628,Car,150,Farmer,24,N,"20,000",Aug-93
6629,Car,150,Student,24,N,"20,000",Aug-93
6630,Life,150,Farmer,25,N,"20,000",Aug-93
6631,Health,150,Employee,25,N,"20,000",Aug-93
6632,Car,150,Employee,26,N,"20,000",Aug-93
6633,Life,160,Farmer,26,N,"20,000",Aug-93
6634,Life,150,Employee,27,N,"20,000",Aug-93
6635,Life,150,Farmer,28,N,"20,000",Aug-93
6636,Household,160,Employee,28,Y,"20,000",Aug-93
6637,Household,150,Student,28,Y,"20,000",Aug-93
6638,Life,150,Student,28,N,"20,000",Aug-93
6639,Car,150,Employee,29,Y,"20,000",Aug-93
6640,Car,150,Employee,29,Y,"20,000",Aug-93
6641,Life,160,Farmer,30,N,"20,000",Aug-93
6642,Car,150,Employee,30,N,"20,000",Aug-93
6643,Life,150,Student,31,N,"20,000",Aug-93
6644,Life,150,Employee,31,N,"20,000",Aug-93
6645,Health,150,Employee,32,N,"20,000",Aug-93
6646,Car,150,Employee,32,N,"20,000",Aug-93
6647,Car,150,Employee,32,Y,"20,000",Aug-93
6648,Health,150,Employee,32,N,"20,000",Aug-93
6649,Life,160,Student,32,Y,"20,000",Aug-93
6650,Car,150,Employee,32,N,"20,000",Aug-93
6651,Life,150,Employee,33,Y,"20,000",Aug-93
6652,Household,150,Employee,33,N,"20,000",Aug-93
6653,Car,150,Employee,33,Y,"20,000",Aug-93
6654,Health,150,Employee,34,Y,"20,000",Aug-93
6655,Car,150,Employee,34,N,"20,000",Aug-93
6656,Car,150,Employee,34,N,"20,000",Aug-93
6657,Life,150,Farmer,35,N,"20,000",Aug-93
6658,Life,150,Student,35,N,"20,000",Aug-93
6659,Life,150,Farmer,35,N,"20,000",Aug-93
6660,Life,150,Farmer,35,N,"20,000",Aug-93
6661,Life,999,Student,35,N,"20,000",Aug-93
6662,Car,150,Farmer,35,Y,"20,000",Aug-93
6663,Life,150,Employee,36,N,"20,000",Aug-93
6664,Life,150,Farmer,36,N,"20,000",Aug-93
6665,Car,150,Employee,36,N,"20,000",Aug-93
6666,Life,150,Farmer,36,N,"20,000",Aug-93
6667,Life,150,Employee,36,Y,"20,000",Aug-93
6668,Life,150,Employee,36,N,"20,000",Aug-93
6669,Life,150,Employee,36,N,"20,000",Aug-93
6670,Life,150,Farmer,37,N,"20,000",Aug-93
6671,Life,150,Employee,37,N,"20,000",Aug-93
6672,Household,150,Farmer,38,Y,"20,000",Aug-93
6673,Life,150,Employee,39,N,"20,000",Aug-93
6674,Life,160,Farmer,39,N,"20,000",Aug-93
6675,Life,150,Farmer,39,N,"20,000",Aug-93
6676,Life,150,Farmer,39,N,"20,000",Aug-93
6677,Car,150,Farmer,39,N,"20,000",Aug-93
6678,Health,150,Farmer,39,Y,"20,000",Aug-93
6679,Car,150,Farmer,39,Y,"20,000",Aug-93
6680,Health,150,Farmer,39,Y,"20,000",Aug-93
6681,Car,150,Employee,40,N,"20,000",Aug-93
6682,Car,150,Employee,40,Y,"20,000",Aug-93
6683,Life,150,Employee,40,N,"20,000",Aug-93
6684,Health,150,Employee,41,N,"20,000",Aug-93
6685,Car,160,Farmer,41,N,"20,000",Aug-93
6686,Household,150,Student,42,N,"20,000",Aug-93
6687,Household,150,Employee,42,N,"20,000",Aug-93
6688,Household,150,Farmer,42,N,"20,000",Aug-93
6689,Household,150,Farmer,42,Y,"20,000",Aug-93
6690,Health,150,Farmer,42,Y,"20,000",Aug-93
6691,Life,150,Employee,42,Y,"20,000",Aug-93
6692,Health,150,Employee,42,N,"20,000",Aug-93
6693,Household,150,Farmer,42,Y,"20,000",Aug-93
6694,Car,160,Farmer,42,N,"20,000",Aug-93
6695,Health,150,Employee,43,Y,"20,000",Aug-93
6696,Health,160,Student,43,N,"20,000",Aug-93
6697,Life,150,Farmer,44,N,"20,000",Aug-93
6698,Car,150,Student,44,N,"20,000",Aug-93
6699,Car,150,Employee,45,N,"20,000",Aug-93
6700,Life,160,Student,45,N,"20,000",Aug-93
6701,Life,160,Employee,46,Y,"20,000",Aug-93
6702,Car,160,Employee,46,Y,"20,000",Aug-93
6703,Life,160,Employee,46,Y,"20,000",Aug-93
6704,Car,150,Executive emplyee,46,Y,"20,000",Aug-93
6705,Life,150,Farmer,46,N,"20,000",Aug-93
6706,Life,150,Farmer,47,Y,"20,000",Aug-93
6707,Car,150,Student,47,N,"20,000",Aug-93
6708,Life,160,Farmer,47,N,"20,000",Aug-93
6709,Life,150,Student,48,N,"20,000",Aug-93
6710,Life,150,Employee,48,N,"20,000",Aug-93
6711,Life,150,Farmer,48,N,"20,000",Aug-93
6712,Life,150,Farmer,48,N,"20,000",Aug-93
6713,Household,150,Executive emplyee,49,Y,"20,000",Aug-93
6714,Health,150,Employee,49,N,"20,000",Aug-93
6715,Health,150,Employee,49,N,"20,000",Aug-93
6716,Car,150,Farmer,49,N,"20,000",Aug-93
6717,Life,150,Employee,49,N,"20,000",Aug-93
6718,Life,150,Civil servant,50,N,"20,000",Aug-93
6719,Life,150,Farmer,50,N,"20,000",Aug-93
6720,Life,150,Farmer,51,N,"20,000",Aug-93
6721,Life,150,Employee,51,N,"20,000",Aug-93
6722,Life,150,Farmer,52,Y,"20,000",Aug-93
6723,Car,160,Executive emplyee,52,N,"20,000",Aug-93
6724,Life,150,Employee,52,N,"20,000",Aug-93
6725,Household,150,Employee,53,N,"20,000",Aug-93
6726,Life,150,Employee,53,N,"20,000",Aug-93
6727,Life,150,Employee,53,N,"20,000",Aug-93
6728,Life,150,Civil servant,53,N,"20,000",Aug-93
6729,Life,150,Employee,53,N,"20,000",Aug-93
6730,Car,150,Employee,54,Y,"20,000",Aug-93
6731,Life,150,Employee,54,N,"20,000",Aug-93
6732,Health,150,Employee,55,N,"20,000",Aug-93
6733,Life,150,Farmer,55,N,"20,000",Aug-93
6734,Car,150,Employee,55,N,"20,000",Aug-93
6735,Life,150,Student,56,N,"20,000",Aug-93
6736,Health,150,Student,56,N,"20,000",Aug-93
6737,Health,160,Executive emplyee,56,N,"20,000",Aug-93
6738,Car,150,Farmer,56,Y,"20,000",Aug-93
6739,Car,150,Farmer,56,N,"20,000",Aug-93
6740,Life,150,Employee,57,Y,"20,000",Aug-93
6741,Life,150,Farmer,57,N,"20,000",Aug-93
6742,Car,150,Employee,57,Y,"20,000",Aug-93
6743,Car,150,Employee,57,N,"20,000",Aug-93
6744,Car,150,Employee,58,N,"20,000",Aug-93
6745,Life,150,Farmer,58,N,"20,000",Aug-93
6746,Health,160,Student,58,N,"20,000",Aug-93
6747,Health,160,Employee,58,N,"20,000",Aug-93
6748,Life,150,Student,59,N,"20,000",Aug-93
6749,Car,160,Civil servant,59,N,"20,000",Aug-93
6750,Car,150,Farmer,59,Y,"20,000",Aug-93
6751,Health,150,Employee,59,N,"20,000",Aug-93
6752,Life,150,Employee,59,Y,"20,000",Aug-93
6753,Life,160,Civil servant,60,N,"20,000",Aug-93
6754,Life,150,Civil servant,60,Y,"20,000",Aug-93
6755,Life,150,Farmer,61,Y,"20,000",Aug-93
6756,Household,150,Student,61,Y,"20,000",Aug-93
6757,Household,160,Employee,61,N,"20,000",Aug-93
6758,Life,160,Civil servant,62,N,"20,000",Aug-93
6759,Car,150,Civil servant,62,Y,"20,000",Aug-93
6760,Car,150,Student,62,N,"20,000",Aug-93
6761,Life,150,Civil servant,62,Y,"20,000",Aug-93
6762,Life,160,Civil servant,62,N,"20,000",Aug-93
6763,Life,150,Civil servant,62,N,"20,000",Aug-93
6764,Life,150,Civil servant,63,N,"20,000",Aug-93
6765,Health,150,Farmer,64,N,"20,000",Aug-93
6766,Life,150,Student,64,N,"20,000",Aug-93
6767,Household,150,Executive emplyee,64,Y,"20,000",Aug-93
6768,Life,150,Civil servant,65,N,"20,000",Aug-93
6769,Car,150,Civil servant,65,N,"20,000",Aug-93
6770,Life,150,Civil servant,65,N,"20,000",Aug-93
6771,Life,150,Civil servant,65,N,"20,000",Aug-93
6772,Car,150,Civil servant,66,Y,"20,000",Aug-93
6773,Health,150,Civil servant,67,N,"20,000",Aug-93
6774,Health,150,Civil servant,67,N,"20,000",Aug-93
6775,Life,150,Civil servant,68,N,"20,000",Aug-93
6776,Life,150,Civil servant,69,N,"20,000",Aug-93
6777,Life,150,Civil servant,69,Y,"20,000",Aug-93
6778,Life,150,Civil servant,69,Y,"20,000",Aug-93
6779,Life,150,Civil servant,69,Y,"20,000",Aug-93
6780,Life,150,Civil servant,69,N,"20,000",Aug-93
6781,Life,150,Civil servant,74,Y,"20,000",Aug-93
6782,Life,150,Civil servant,85,N,"20,000",Aug-93
6783,Life,150,Civil servant,85,N,"20,000",Aug-93
6784,Life,150,Civil servant,85,N,"20,000",Aug-93
6785,Car,150,Student,14,N,"20,000",Sep-93
6786,Car,150,Student,18,N,"20,000",Sep-93
6787,Life,160,Student,19,Y,"20,000",Sep-93
6788,Life,150,Student,20,N,"20,000",Sep-93
6789,Car,150,Student,20,N,"20,000",Sep-93
6790,Health,150,Farmer,20,N,"20,000",Sep-93
6791,Health,150,Student,20,Y,"20,000",Sep-93
6792,Health,150,Student,21,N,"20,000",Sep-93
6793,Health,150,Student,21,N,"20,000",Sep-93
6794,Health,160,Student,21,N,"20,000",Sep-93
6795,Health,150,Employee,21,N,"20,000",Sep-93
6796,Health,150,Employee,21,N,"20,000",Sep-93
6797,Health,150,Student,22,Y,"20,000",Sep-93
6798,Life,150,Employee,22,N,"20,000",Sep-93
6799,Health,130,Student,22,N,"20,000",Sep-93
6800,Car,150,Student,22,Y,"20,000",Sep-93
6801,Car,150,Student,22,N,"20,000",Sep-93
6802,Car,150,Employee,22,N,"20,000",Sep-93
6803,Car,150,Employee,22,N,"20,000",Sep-93
6804,Health,150,Student,22,N,"20,000",Sep-93
6805,Car,150,Student,23,N,"20,000",Sep-93
6806,Health,150,Student,23,N,"20,000",Sep-93
6807,Health,150,Employee,23,N,"20,000",Sep-93
6808,Car,150,Student,23,N,"20,000",Sep-93
6809,Car,150,Student,24,Y,"20,000",Sep-93
6810,Car,150,Farmer,24,Y,"20,000",Sep-93
6811,Life,150,Employee,24,N,"20,000",Sep-93
6812,Car,150,Student,26,N,"20,000",Sep-93
6813,Car,150,Farmer,26,N,"20,000",Sep-93
6814,Car,160,Employee,26,N,"20,000",Sep-93
6815,Life,150,Employee,27,N,"20,000",Sep-93
6816,Health,150,Employee,27,N,"20,000",Sep-93
6817,Car,160,Farmer,27,Y,"20,000",Sep-93
6818,Car,150,Student,27,N,"20,000",Sep-93
6819,Life,150,Executive emplyee,27,N,"20,000",Sep-93
6820,Life,150,Farmer,28,N,"20,000",Sep-93
6821,Car,160,Farmer,28,N,"20,000",Sep-93
6822,Life,160,Farmer,28,N,"20,000",Sep-93
6823,Life,150,Farmer,30,N,"20,000",Sep-93
6824,Household,150,Farmer,30,N,"20,000",Sep-93
6825,Life,150,Employee,30,N,"20,000",Sep-93
6826,Life,150,Employee,30,Y,"20,000",Sep-93
6827,Life,150,Employee,30,Y,"20,000",Sep-93
6828,Life,150,Farmer,30,N,"20,000",Sep-93
6829,Life,150,Farmer,31,Y,"20,000",Sep-93
6830,Car,160,Student,31,N,"20,000",Sep-93
6831,Life,150,Farmer,32,Y,"20,000",Sep-93
6832,Life,150,Farmer,32,N,"20,000",Sep-93
6833,Life,150,Employee,33,N,"20,000",Sep-93
6834,Health,150,Employee,33,N,"20,000",Sep-93
6835,Life,150,Worker,34,Y,"20,000",Sep-93
6836,Car,150,Employee,34,N,"20,000",Sep-93
6837,Car,150,Farmer,34,N,"20,000",Sep-93
6838,Car,160,Farmer,34,N,"20,000",Sep-93
6839,Life,150,Employee,35,Y,"20,000",Sep-93
6840,Life,150,Farmer,35,N,"20,000",Sep-93
6841,Life,150,Farmer,36,N,"20,000",Sep-93
6842,Household,150,Executive emplyee,36,N,"20,000",Sep-93
6843,Life,150,Farmer,36,N,"20,000",Sep-93
6844,Life,150,Employee,37,N,"20,000",Sep-93
6845,Household,150,Farmer,37,Y,"20,000",Sep-93
6846,Car,160,Farmer,37,N,"20,000",Sep-93
6847,Life,150,Farmer,37,N,"20,000",Sep-93
6848,Household,150,Employee,37,Y,"20,000",Sep-93
6849,Life,150,Employee,38,Y,"20,000",Sep-93
6850,Car,150,Student,38,Y,"20,000",Sep-93
6851,Life,150,Farmer,38,N,"20,000",Sep-93
6852,Car,150,Employee,39,Y,"20,000",Sep-93
6853,Life,150,Student,39,N,"20,000",Sep-93
6854,Life,150,Employee,39,N,"20,000",Sep-93
6855,Life,150,Employee,39,N,"20,000",Sep-93
6856,Car,150,Farmer,39,N,"20,000",Sep-93
6857,Car,160,Employee,40,Y,"20,000",Sep-93
6858,Health,150,Student,40,N,"20,000",Sep-93
6859,Life,150,Employee,40,N,"20,000",Sep-93
6860,Life,999,Employee,40,N,"20,000",Sep-93
6861,Car,150,Farmer,41,Y,"20,000",Sep-93
6862,Car,150,Executive emplyee,41,Y,"20,000",Sep-93
6863,Car,160,Employee,41,N,"20,000",Sep-93
6864,Household,160,Employee,41,Y,"20,000",Sep-93
6865,Car,150,Employee,41,N,"20,000",Sep-93
6866,Life,150,Farmer,42,N,"20,000",Sep-93
6867,Car,150,Employee,42,N,"20,000",Sep-93
6868,Life,150,Employee,42,N,"20,000",Sep-93
6869,Life,150,Student,42,N,"20,000",Sep-93
6870,Life,150,Employee,42,N,"20,000",Sep-93
6871,Life,150,Student,42,N,"20,000",Sep-93
6872,Life,160,Employee,42,Y,"20,000",Sep-93
6873,Car,150,Employee,42,N,"20,000",Sep-93
6874,Life,160,Employee,43,N,"20,000",Sep-93
6875,Household,160,Executive emplyee,43,Y,"20,000",Sep-93
6876,Life,150,Employee,43,N,"20,000",Sep-93
6877,Household,150,Employee,43,Y,"20,000",Sep-93
6878,Health,150,Employee,44,N,"20,000",Sep-93
6879,Car,150,Employee,44,N,"20,000",Sep-93
6880,Household,150,Employee,44,N,"20,000",Sep-93
6881,Car,160,Employee,44,N,"20,000",Sep-93
6882,Life,150,Farmer,44,Y,"20,000",Sep-93
6883,Car,150,Student,44,Y,"20,000",Sep-93
6884,Life,150,Employee,44,N,"20,000",Sep-93
6885,Life,150,Worker,44,N,"20,000",Sep-93
6886,Health,150,Student,45,N,"20,000",Sep-93
6887,Car,150,Employee,45,N,"20,000",Sep-93
6888,Life,150,Farmer,45,N,"20,000",Sep-93
6889,Life,150,Employee,46,N,"20,000",Sep-93
6890,Car,150,Employee,46,N,"20,000",Sep-93
6891,Car,150,Employee,46,N,"20,000",Sep-93
6892,Car,150,Farmer,46,N,"20,000",Sep-93
6893,Life,150,Farmer,46,N,"20,000",Sep-93
6894,Car,150,Employee,46,N,"20,000",Sep-93
6895,Car,150,Employee,46,N,"20,000",Sep-93
6896,Car,150,Employee,47,N,"20,000",Sep-93
6897,Life,150,Student,47,N,"20,000",Sep-93
6898,Car,150,Farmer,48,N,"20,000",Sep-93
